clean,created_at,extended_tweet.full_text,id,text
"SHAWOLS, PLEASE IF YOU CAN 🙏  #SHINee #샤이니  #JONGHYUN ",Sun Mar 21 18:14:18 +0000 2021,,1373699503140704259,"RT @TheChantara: SHAWOLS, PLEASE IF YOU CAN 🙏

#SHINee #샤이니 @SHINee #JONGHYUN https://t.co/RuSKFStYEf"
"Also Greg Ellis's birthday today. ❤️🖤 🤗 March 21st.",Sun Mar 21 18:14:20 +0000 2021,,1373699510971535361,"@TodayinStarTrek @ellisgreg @SabrinaLeBeauf Also Greg Ellis's birthday today. ❤️🖤 🤗 March 21st."
"hmm, new lore stream next week? how are we feeling? 🤗",Sun Mar 21 18:14:25 +0000 2021,,1373699534434500608,"RT @quackupdates: hmm, new lore stream next week? how are we feeling? 🤗"
Ensuring Happy Offices for everyone. 🤗  #InternationalDayOfHappiness  #Instaoffice #HappyFaces #Happyoffices #Productiv…,Sun Mar 21 18:14:25 +0000 2021,,1373699534694412291,"RT @InstaOfficeapp: Ensuring Happy Offices for everyone. 🤗 
#InternationalDayOfHappiness

#Instaoffice #HappyFaces #Happyoffices #Productiv…"
Yes cats &amp; dogs 💞- I am sorry I meant I saw Irma earlier - she is so huggable 😍,Sun Mar 21 18:14:25 +0000 2021,,1373699535298519045,Yes cats &amp; dogs 💞- I’m sorry I meant I saw Irma earlier - she is so huggable 😍
Can i get 5 possible 🤗 #Valimai | #MissionThala50,Sun Mar 21 18:14:26 +0000 2021,,1373699537617874944,"Can i get 5 RT possible 🤗
#Valimai | #MissionThala50"
My baby🥺🥰 Dekho Chand aaya Chand nazar aaya🤩 My hero 🤗   in black🔥🔥🔥 His smile🥺😭😭 I love him so much🥺♥️ #…,Sun Mar 21 18:14:28 +0000 2021,,1373699546308472832,"RT @Puja17040065: My baby🥺🥰
Dekho Chand aaya Chand nazar aaya🤩
My hero 🤗
@sidharth_shukla  in black🔥🔥🔥
His smile🥺😭😭
I love him so much🥺♥️
#…"
"Oh so sorry for Patch! 😢 RIP🌈 jaja ja, now playing with Fritzi und Friedel ! 🤗 what would be the world…",Sun Mar 21 18:14:30 +0000 2021,,1373699555649318912,"RT @Brigitt01214804: @RussoVictor113 Oh so sorry for Patch! 😢 RIP🌈 jaja ja, now playing with Fritzi und Friedel ! 🤗 what would be the world…"
you r a beautiful model 🤗,Sun Mar 21 18:14:39 +0000 2021,,1373699592479510529,@parshally_there @iwantmyhoneytv @CIRecs u r a beautiful model 🤗
Super Star Mahesh Babu Classic Design 🤗  #SarkaruVaariPaata ,Sun Mar 21 18:14:39 +0000 2021,,1373699592781406208,RT @SaiOfficial_: Super Star Mahesh Babu Classic Design 🤗 @urstrulyMahesh #SarkaruVaariPaata https://t.co/5rLzUoZnUp
Got you  we all have to stick together. 🤗,Sun Mar 21 18:14:41 +0000 2021,,1373699602147315723,@DebHermit @EmiliWinst Got you @DebHermit we all have to stick together. 🤗
"Nctzen,lockey,swith yuk mutualan 🤗",Sun Mar 21 18:14:46 +0000 2021,,1373699620132458497,"Nctzen,lockey,swith yuk mutualan 🤗"
Make it Fast Guys..😎💥  Target : 1K RTs..✌️  #VaadiVaasal | #Suriya40 |  ,Sun Mar 21 18:14:46 +0000 2021,,1373699621390671874,"RT @VaadiVaasalRage: Make it Fast Guys..😎💥

Target : 1K RTs..✌️

#VaadiVaasal | #Suriya40 | @Suriya_offl https://t.co/AljjKiYEdX"
Come get drunk w. Us 🤗,Sun Mar 21 18:14:46 +0000 2021,,1373699622808473607,@jailapayne Come get drunk w. Us 🤗
